time,gFx,gFy,gFz,TgF
37.213325,-0.6907,-1.2510,-0.0698,1.431
37.214480,-0.7741,-1.2491,-0.0421,1.470
37.218382,-0.8163,-1.2330,-0.0114,1.479
37.219434,-0.8347,-1.2156,0.0466,1.475
37.223325,-0.8728,-1.1948,0.0872,1.482
37.224340,-0.8549,-1.1577,0.1205,1.444
37.228353,-0.8244,-1.1330,0.1508,1.409
37.229379,-0.7459,-1.0814,0.1771,1.326
37.233299,-0.6780,-1.0389,0.2102,1.258
37.234465,-0.5812,-1.0079,0.2199,1.184
37.238263,-0.4859,-0.9688,0.2321,1.108
37.239402,-0.3985,-0.9392,0.2302,1.046
37.241880,-0.3129,-0.9133,0.2150,0.989
37.244735,-0.2591,-0.9015,0.1913,0.957
37.246958,-0.2078,-0.8896,0.1733,0.930
37.250998,-0.1699,-0.8837,0.1508,0.912
37.251919,-0.1513,-0.8734,0.1127,0.894
37.254447,-0.1415,-0.8749,0.0885,0.891
37.256881,-0.1322,-0.8556,0.0459,0.867
37.259504,-0.1164,-0.8529,0.0086,0.861
37.261865,-0.0966,-0.8534,-0.0170,0.859
37.264392,-0.0746,-0.8380,-0.0409,0.842
37.266807,-0.0644,-0.8182,-0.0498,0.822
37.269364,-0.0311,-0.8116,-0.0647,0.815
37.271913,0.0013,-0.8008,-0.0803,0.805
37.274623,0.0287,-0.7845,-0.0794,0.789
37.278359,0.0623,-0.7522,-0.0864,0.760
37.279419,0.1005,-0.7180,-0.0952,0.731
37.283502,0.1389,-0.6892,-0.1082,0.711
37.284434,0.1716,-0.6613,-0.1126,0.692
37.286864,0.2049,-0.6232,-0.1309,0.669
37.290883,0.2484,-0.5862,-0.1429,0.652
37.291899,0.2902,-0.5508,-0.1605,0.643
37.295909,0.3370,-0.4968,-0.1844,0.628
37.296857,0.3820,-0.4548,-0.2077,0.629
37.300621,0.4094,-0.4096,-0.2017,0.613
37.301970,0.4405,-0.3612,-0.2003,0.604
37.305851,0.4407,-0.3152,-0.2110,0.581
37.306898,0.4688,-0.2605,-0.2240,0.581
37.309341,0.4688,-0.2250,-0.2118,0.561
37.313140,0.5001,-0.1843,-0.2380,0.584
37.314765,0.4894,-0.1447,-0.2443,0.566
37.318374,0.4803,-0.1229,-0.2418,0.552
37.319516,0.4647,-0.0962,-0.2634,0.543
37.321874,0.4617,-0.0640,-0.2690,0.538
37.325838,0.4424,-0.0445,-0.2881,0.530
37.327203,0.4312,-0.0230,-0.3010,0.526
37.329450,0.3989,-0.0149,-0.3112,0.506
37.333289,0.3740,0.0067,-0.3313,0.500
37.334369,0.3400,0.0058,-0.3415,0.482
37.336925,0.3016,0.0053,-0.3564,0.467
37.339685,0.2555,0.0114,-0.3669,0.447
37.343513,0.2281,0.0070,-0.3736,0.438
37.344453,0.2000,0.0119,-0.4073,0.454
37.346946,0.1577,0.0121,-0.4183,0.447
37.350820,0.1266,0.0246,-0.4381,0.457
37.352123,0.0719,0.0183,-0.4723,0.478
37.354473,0.0126,0.0129,-0.5065,0.507
37.356840,-0.0576,0.0067,-0.4962,0.500
37.359275,-0.1298,-0.0168,-0.4829,0.500
37.361762,-0.2117,-0.0415,-0.4466,0.496
37.364268,-0.3039,-0.0715,-0.4366,0.537
37.366784,-0.3994,-0.1116,-0.4193,0.590
37.369455,-0.5278,-0.1466,-0.3513,0.651
37.371764,-0.6399,-0.1766,-0.2922,0.725
37.374272,-0.7682,-0.2008,-0.2323,0.827
37.376768,-0.8603,-0.2397,-0.1581,0.907
37.379276,-0.9461,-0.2722,-0.1074,0.990
37.381786,-1.0423,-0.2973,-0.0556,1.085
37.384290,-1.1374,-0.3285,-0.0123,1.184
37.386819,-1.2091,-0.3385,0.0098,1.256
37.389292,-1.2618,-0.3697,0.0324,1.315
37.391782,-1.2855,-0.3846,0.1007,1.346
37.394322,-1.2621,-0.4044,0.1720,1.336
37.396798,-1.2091,-0.4215,0.2424,1.303
37.399632,-1.1602,-0.4443,0.3314,1.286
37.401703,-1.0700,-0.4553,0.3930,1.227
37.404356,-0.9817,-0.4572,0.4369,1.168
37.406832,-0.9036,-0.4743,0.4793,1.127
37.409290,-0.8012,-0.4795,0.5317,1.075
37.411767,-0.7326,-0.4819,0.5701,1.046
37.414307,-0.6744,-0.5049,0.5907,1.029
37.416785,-0.6582,-0.5219,0.5870,1.025
37.419277,-0.6531,-0.5252,0.5398,0.997
37.421793,-0.6480,-0.5413,0.4961,0.979
37.424310,-0.6282,-0.5471,0.4450,0.944
37.426850,-0.6061,-0.5571,0.3896,0.911
37.429308,-0.5788,-0.5357,0.3343,0.857
37.431805,-0.5290,-0.5132,0.2891,0.792
37.434347,-0.4752,-0.4883,0.2730,0.734
37.436835,-0.4195,-0.4776,0.2473,0.682
37.439187,-0.3740,-0.4604,0.2444,0.642
37.441741,-0.3046,-0.4448,0.2470,0.593
37.444333,-0.2650,-0.4299,0.2236,0.552
37.446883,-0.2345,-0.4382,0.2390,0.551
37.449322,-0.1956,-0.4328,0.2013,0.516
37.453578,-0.1767,-0.4369,0.2139,0.518
37.454628,-0.1464,-0.4426,0.2062,0.510
37.458285,-0.1408,-0.4672,0.2116,0.532
37.459483,-0.1262,-0.5149,0.2155,0.572
37.462083,-0.1110,-0.5848,0.2062,0.630
37.464541,-0.0919,-0.6662,0.2255,0.709
37.467100,-0.0761,-0.7461,0.2493,0.790
37.471137,-0.0506,-0.8278,0.2566,0.868
37.472078,-0.0446,-0.9101,0.2556,0.946
37.475941,-0.0448,-1.0235,0.2356,1.051
37.477163,-0.0534,-1.1408,0.2285,1.165
37.479458,-0.0360,-1.2840,0.2442,1.307
37.481852,-0.0367,-1.4485,0.3062,1.481
37.486148,-0.0201,-1.6571,0.3763,1.699
37.487194,-0.0033,-1.8581,0.4538,1.913
37.490974,0.0269,-2.0772,0.5061,2.138
37.492447,0.0681,-2.2601,0.4655,2.309
37.496237,0.1047,-2.4392,0.3255,2.463
37.497649,0.1631,-2.5724,0.2859,2.593
37.499550,0.2078,-2.6692,0.2610,2.690
37.502038,0.2706,-2.7403,0.2332,2.763
37.506090,0.3021,-2.7708,0.2026,2.795
37.507397,0.3908,-2.7191,0.2072,2.755
37.511008,0.4588,-2.6282,0.1880,2.675
37.512570,0.4933,-2.5348,0.1743,2.588
37.514706,0.5260,-2.4404,0.1437,2.501
37.517236,0.5786,-2.3324,0.1227,2.406
37.519592,0.6182,-2.1992,0.0953,2.286
37.522110,0.7012,-2.0538,0.0733,2.171
37.524769,0.7428,-1.9164,0.0494,2.056
37.527273,0.7531,-1.7787,0.0403,1.932
37.529792,0.7511,-1.6371,0.0132,1.801
37.532290,0.7233,-1.4988,-0.0573,1.665
37.534759,0.6472,-1.3644,-0.1563,1.518
37.537273,0.6003,-1.2493,-0.3159,1.422
37.539765,0.5397,-1.1349,-0.5072,1.355
37.542197,0.4458,-1.0492,-0.7082,1.342
37.932466,0.3610,-0.9795,-0.8569,1.351
37.933066,0.3268,-0.9130,-0.8865,1.314
37.933534,0.3092,-0.8558,-0.9005,1.280
37.934888,0.2980,-0.8096,-0.8460,1.208
37.935811,0.3219,-0.7642,-0.7460,1.115
37.937084,0.3610,-0.7332,-0.6150,1.023
37.938070,0.3882,-0.6901,-0.4997,0.936
37.938817,0.4155,-0.6566,-0.3718,0.861
37.939543,0.4153,-0.6400,-0.2881,0.816
37.940166,0.3992,-0.6317,-0.1996,0.773
37.940813,0.3669,-0.6386,-0.1172,0.746
37.941417,0.3444,-0.6540,-0.0715,0.743
37.942018,0.3027,-0.6787,-0.0290,0.744
37.942716,0.2650,-0.7092,0.0328,0.758
37.943429,0.2328,-0.7463,0.1076,0.789
37.944039,0.1885,-0.7901,0.1766,0.831
37.944649,0.1343,-0.8177,0.2414,0.863
37.945254,0.0832,-0.8609,0.3133,0.920
37.945984,0.0372,-0.8928,0.3681,0.966
37.946680,-0.0228,-0.9509,0.4238,1.041
37.947282,-0.0802,-0.9909,0.4690,1.099
37.947887,-0.1413,-1.0362,0.5156,1.166
37.948478,-0.1839,-1.0790,0.5587,1.229
37.949066,-0.2377,-1.1295,0.5911,1.297
37.949830,0.4915,-2.7923,0.6024,2.899
37.951294,0.5546,-2.5565,0.5746,2.678
37.952390,0.6061,-2.3600,0.5413,2.496
37.953571,0.6536,-2.1401,0.5482,2.304
37.954482,0.6873,-1.9350,0.6322,2.149
37.955478,0.7005,-1.7428,0.6105,1.975
37.956158,0.6865,-1.5538,0.5266,1.778
37.957278,0.6824,-1.3952,0.3993,1.604
37.958175,0.6856,-1.2605,0.3297,1.472
37.959182,0.6961,-1.1293,0.2314,1.347
37.959849,0.7154,-1.0044,0.1452,1.242
37.960476,0.7161,-0.9022,0.0823,1.155
37.961117,0.7215,-0.7996,0.0300,1.077
37.961751,0.7188,-0.7104,-0.0102,1.011
37.963719,0.7014,-0.6141,-0.0945,0.937
37.964462,0.7014,-0.5186,-0.1742,0.890
37.965137,0.6839,-0.4436,-0.1810,0.835
37.965771,0.6560,-0.3851,-0.1541,0.776
37.966399,0.6489,-0.3409,-0.1204,0.743
37.967179,0.6184,-0.3057,-0.0815,0.695
37.967814,0.5632,-0.2852,-0.0649,0.635
37.968520,0.5180,-0.2877,-0.0393,0.594
37.971221,0.4732,-0.2724,-0.0329,0.547
37.973833,0.4290,-0.2693,-0.0136,0.507
37.976360,0.3682,-0.2847,-0.0078,0.465
37.982710,0.3232,-0.2891,0.0083,0.434
37.983624,0.2745,-0.3006,0.0515,0.410
37.984157,0.2342,-0.3204,0.1144,0.413
37.985852,0.1758,-0.3519,0.1726,0.430
37.988725,0.1166,-0.3758,0.2576,0.470
37.991325,0.0543,-0.4145,0.3152,0.524
37.993750,-0.0196,-0.4670,0.3937,0.611
37.996180,-0.1003,-0.5144,0.4729,0.706
37.998801,-0.1731,-0.5667,0.5418,0.803
38.001701,-0.2540,-0.6368,0.5834,0.900
38.005157,-0.3363,-0.7162,0.6012,0.994
38.006231,-0.4114,-0.8143,0.6261,1.107
38.009907,-0.4777,-0.9331,0.6459,1.231
38.011388,-0.5581,-1.0580,0.6449,1.359
38.013619,-0.6303,-1.1857,0.6640,1.498
38.016500,-0.6995,-1.3123,0.6618,1.628
38.018640,-0.7564,-1.4362,0.6620,1.753
38.021067,-0.8315,-1.5697,0.6582,1.894
38.025154,-0.8808,-1.6860,0.6774,2.019
38.026262,-0.9263,-1.8038,0.7062,2.147
38.030007,-0.9635,-1.9057,0.7080,2.250
38.031243,-1.0018,-2.0157,0.6913,2.355
38.035039,-1.0192,-2.0968,0.6787,2.428
38.036273,-1.0013,-2.1782,0.6393,2.481
38.040148,-0.9693,-2.2139,0.5765,2.485
38.041487,-0.9134,-2.2190,0.5259,2.457
38.044714,-0.8582,-2.2004,0.4832,2.411
38.046361,-0.7734,-2.1345,0.4518,2.315
38.050155,-0.6872,-2.0142,0.4518,2.176
38.051345,-0.5779,-1.9118,0.4399,2.045
38.054975,-0.4784,-1.7740,0.3998,1.880
38.056566,-0.4072,-1.6401,0.3815,1.732
38.060022,-0.3735,-1.5173,0.3629,1.604
38.061432,-0.3479,-1.4236,0.3372,1.504
38.064977,-0.3689,-1.3274,0.3174,1.414
38.066270,-0.4148,-1.2654,0.2798,1.361
38.068592,-0.4463,-1.2102,0.2815,1.320
38.071231,-0.4805,-1.1562,0.2405,1.275
38.073589,-0.5199,-1.1093,0.2046,1.242
38.077808,-0.5629,-1.0790,0.1640,1.228
38.078808,-0.6169,-1.0471,0.1373,1.223
38.082874,-0.6643,-1.0310,0.1060,1.231
38.083819,-0.7212,-1.0003,0.0943,1.237
38.087771,-0.7273,-0.9499,0.0967,1.200
38.088717,-0.7503,-0.9035,0.0366,1.175
38.091183,-0.7577,-0.8673,-0.0129,1.152
38.095308,-0.7760,-0.8311,-0.0276,1.137
38.096252,-0.7741,-0.7906,-0.0072,1.106
38.100211,-0.7855,-0.7544,0.0079,1.089
38.101388,-0.8072,-0.7116,-0.0568,1.078
38.105116,-0.8566,-0.6484,-0.1735,1.088
38.106317,-0.9232,-0.5615,-0.3821,1.146
38.110123,-1.0231,-0.4970,-0.8103,1.397
38.111363,-1.1304,-0.4641,-1.3961,1.855
38.113715,-1.2264,-0.4709,-1.7556,2.193
38.116292,-1.2760,-0.5095,-1.7397,2.217
38.118669,-1.2983,-0.5268,-1.4320,2.003
38.121331,-1.3259,-0.5361,-1.0745,1.789
38.123753,-1.3442,-0.5939,-1.0032,1.779
38.126371,-1.3506,-0.6124,-0.7776,1.674
38.128881,-1.3415,-0.6100,-0.6429,1.608
38.131505,-1.3368,-0.6121,-0.5703,1.577
38.133790,-1.3279,-0.5850,-0.4659,1.524
38.136324,-1.3019,-0.5809,-0.4119,1.484
38.139005,-1.3117,-0.5582,-0.3601,1.470
38.141309,-1.2968,-0.5450,-0.3569,1.451
38.143892,-1.2780,-0.5428,-0.3504,1.432
38.146257,-1.2459,-0.5491,-0.3179,1.398
38.149044,-1.1619,-0.5222,-0.3196,1.313
38.151516,-1.0409,-0.4951,-0.3115,1.194
38.153906,-0.9209,-0.4687,-0.3394,1.088
38.156477,-0.8263,-0.4347,-0.3589,1.000
38.158946,-0.7462,-0.4010,-0.3303,0.909
38.161330,-0.6658,-0.3739,-0.3228,0.829
38.163811,-0.5940,-0.3548,-0.3073,0.757
38.166185,-0.5294,-0.3143,-0.2744,0.674
38.168826,-0.4570,-0.2747,-0.2529,0.590
38.171337,-0.3889,-0.2441,-0.2220,0.510
38.173833,-0.3354,-0.2131,-0.2017,0.446
38.176541,-0.3016,-0.1840,-0.1688,0.392
38.178879,-0.2723,-0.1507,-0.1383,0.341
38.181740,-0.2726,-0.1209,-0.1028,0.315
38.183970,-0.2750,-0.1031,-0.0715,0.302
38.186248,-0.2713,-0.0628,-0.0493,0.283
38.189024,-0.2899,-0.0533,-0.0346,0.297
38.191459,-0.3072,-0.0473,-0.0207,0.312
38.193735,-0.3209,-0.0396,-0.0083,0.323
38.196525,-0.3386,-0.0317,0.0021,0.340
38.199047,-0.3479,-0.0251,0.0042,0.349
38.201571,-0.3686,-0.0214,0.0079,0.369
38.204024,-0.3838,-0.0076,0.0095,0.384
38.206613,-0.3955,0.0039,0.0107,0.396
38.209026,-0.4048,-0.0029,-0.0023,0.405
38.211363,-0.4229,-0.0002,-0.0102,0.423
38.213833,-0.4327,0.0031,-0.0234,0.433
38.216390,-0.4407,-0.0002,-0.0281,0.442
38.218756,-0.4498,-0.0093,-0.0356,0.451
38.221381,-0.4612,-0.0034,-0.0421,0.463
38.223864,-0.4703,-0.0061,-0.0486,0.473
38.226360,-0.4822,-0.0053,-0.0607,0.486
38.228873,-0.4864,-0.0212,-0.0745,0.493
38.231325,-0.5033,-0.0359,-0.0782,0.511
38.233880,-0.5177,-0.0498,-0.1221,0.534
38.236393,-0.5309,-0.0640,-0.1262,0.549
38.238902,-0.5448,-0.0853,-0.1747,0.578
38.241421,-0.5558,-0.1163,-0.1947,0.600
38.243970,-0.5746,-0.1598,-0.2348,0.641
38.246318,-0.5977,-0.1931,-0.2656,0.682
38.248920,-0.6247,-0.2441,-0.2886,0.730
38.251353,-0.6587,-0.3077,-0.3303,0.799
38.253892,-0.7017,-0.3839,-0.3680,0.880
38.256399,-0.7536,-0.4646,-0.3948,0.969
38.258964,-0.8105,-0.5543,-0.4308,1.072
38.261378,-0.8642,-0.6386,-0.4626,1.170
38.263708,-0.8899,-0.7488,-0.4990,1.266
38.266142,-0.9444,-0.8311,-0.5354,1.367
38.268634,-0.9712,-0.9301,-0.5782,1.464
38.271130,-0.9696,-1.0233,-0.5635,1.518
38.273630,-0.9679,-1.1100,-0.5349,1.567
38.276104,-0.9444,-1.1845,-0.4469,1.579
38.278666,-0.9281,-1.2486,-0.3357,1.592
38.281423,-0.8794,-1.3057,-0.1964,1.586
38.284008,-0.8330,-1.3649,-0.0903,1.602
38.286126,-0.8044,-1.4272,-0.0476,1.639
38.288923,-0.7995,-1.4817,-0.0365,1.684
38.291386,-0.7914,-1.5758,-0.0619,1.764
38.293693,-0.8039,-1.6694,-0.0947,1.855
38.296399,-0.8410,-1.7731,-0.1218,1.966
38.298876,-0.8848,-1.8871,-0.1549,2.090
38.301267,-0.9293,-2.0280,-0.2086,2.240
38.303952,-0.9869,-2.1929,-0.2690,2.420
38.306719,-1.0376,-2.3761,-0.2963,2.610
38.308854,-1.0514,-2.5565,-0.3210,2.783
38.311681,-1.0656,-2.7281,-0.3000,2.944
38.313987,-1.0192,-2.8710,-0.2460,3.056
38.316630,-0.9764,-2.9969,-0.2404,3.161
38.319011,-0.8926,-3.0800,-0.2539,3.217
38.321640,-0.7748,-3.1264,-0.2729,3.233
38.323994,-0.6429,-3.1485,-0.2741,3.225
38.326487,-0.5245,-3.1548,-0.2709,3.210
38.329006,-0.4178,-3.1639,-0.2169,3.199
38.331520,-0.3330,-3.1795,-0.1581,3.201
38.333960,-0.2569,-3.2024,-0.0341,3.213
38.336554,-0.1858,-3.2310,0.1036,3.238
38.338988,-0.1294,-3.2582,0.2505,3.270
38.341464,-0.0827,-3.2934,0.3732,3.315
38.344786,-0.0380,-3.3004,0.4919,3.337
38.346486,0.0320,-3.3249,0.5697,3.374
38.348998,0.1345,-3.2990,0.6715,3.369
38.352813,0.2782,-3.2643,0.7309,3.357
38.354151,0.3952,-3.1844,0.7356,3.292
38.358017,0.5104,-3.0810,0.7524,3.212
38.359060,0.6103,-2.8911,0.7512,3.049
38.362974,0.6103,-2.6767,0.7055,2.835
38.364166,0.5861,-2.4803,0.6780,2.637
38.367799,0.5309,-2.2767,0.5699,2.406
38.368875,0.4473,-2.0886,0.4436,2.182
38.373048,0.3722,-1.9348,0.2984,1.993
38.374041,0.2953,-1.7750,0.1784,1.808
38.378046,0.2070,-1.6366,0.0587,1.651
38.379107,0.1560,-1.5266,-0.0442,1.535
38.382477,0.1019,-1.4231,-0.1404,1.434
38.383928,0.0644,-1.3283,-0.2409,1.351
38.386678,0.0320,-1.2476,-0.2939,1.282
38.388929,0.0367,-1.1647,-0.3184,1.208
38.392925,0.0171,-1.0992,-0.3296,1.148
38.393859,-0.0385,-1.0435,-0.3159,1.091
38.397873,-0.0670,-0.9873,-0.2902,1.031
38.399335,-0.1037,-0.9509,-0.2518,0.989
38.403046,-0.1289,-0.9220,-0.2262,0.958
38.404002,-0.1415,-0.9289,-0.2101,0.963
38.406473,-0.1506,-0.9336,-0.2064,0.968
38.408968,-0.1322,-0.9426,-0.1847,0.970
38.411363,-0.1379,-0.9474,-0.1544,0.970
38.414030,-0.1513,-0.9587,-0.1182,0.978
38.416356,-0.1355,-0.9886,-0.0898,1.002
38.419148,-0.1418,-1.0171,-0.0820,1.030
38.421408,-0.1471,-1.0330,-0.0470,1.044
38.424186,-0.1867,-1.0653,-0.0204,1.082
38.426659,-0.1976,-1.0731,0.0132,1.091
38.429217,-0.2342,-1.1016,0.0577,1.128
38.432936,-0.2941,-1.1200,0.1041,1.163
38.434157,-0.3227,-1.1230,0.1249,1.175
38.437951,-0.3745,-1.1161,0.1515,1.187
38.439148,-0.4253,-1.1127,0.1779,1.204
38.442947,-0.4668,-1.0904,0.1831,1.200
38.443999,-0.4974,-1.0623,0.1630,1.184
38.446694,-0.5365,-1.0315,0.1894,1.178
38.448904,-0.5372,-0.9934,0.1622,1.141
38.452742,-0.5439,-0.9536,0.1508,1.108
38.454098,-0.5499,-0.9052,0.1332,1.067
38.456845,-0.5495,-0.8630,0.1068,1.029
38.459226,-0.5280,-0.8209,0.0680,0.978
38.461737,-0.5267,-0.7722,0.0430,0.936
38.464393,-0.4803,-0.7244,0.0410,0.870
38.466888,-0.4593,-0.6755,0.0228,0.817
38.469415,-0.4265,-0.6258,-0.0038,0.757
38.471850,-0.3701,-0.5963,-0.0023,0.702
38.474413,-0.3430,-0.5608,-0.0290,0.658
38.476625,-0.2985,-0.5347,-0.0481,0.614
38.479103,-0.2680,-0.4932,-0.0451,0.563
38.481522,-0.2636,-0.4706,-0.0505,0.542
38.484266,-0.2379,-0.4438,-0.0596,0.507
38.486342,-0.2263,-0.4326,-0.0615,0.492
38.489017,-0.2024,-0.4147,-0.0679,0.466
38.491588,-0.1858,-0.3968,-0.0659,0.443
38.494140,-0.1821,-0.3976,-0.0759,0.444
38.496635,-0.1662,-0.3883,-0.1031,0.435
38.499263,-0.1462,-0.3770,-0.1123,0.420
38.501584,-0.1423,-0.3636,-0.1262,0.410
38.504165,-0.0983,-0.3678,-0.1316,0.403
38.506464,-0.0986,-0.3612,-0.1524,0.404
38.509151,-0.0692,-0.3446,-0.1663,0.389
38.512788,-0.0467,-0.3336,-0.1893,0.386
38.514070,-0.0323,-0.3194,-0.2101,0.384
38.517862,-0.0169,-0.3180,-0.2140,0.384
38.519176,-0.0040,-0.3106,-0.2271,0.385
38.523182,0.0157,-0.2879,-0.2174,0.361
38.524125,0.0350,-0.2710,-0.2174,0.349
38.528053,0.0529,-0.2534,-0.2277,0.345
38.529298,0.0807,-0.2416,-0.2318,0.344
38.533145,0.0988,-0.2258,-0.2250,0.334
38.534174,0.1152,-0.1971,-0.2248,0.320
38.538113,0.1562,-0.1766,-0.2010,0.310
38.539298,0.1895,-0.1432,-0.2035,0.313
38.543180,0.2183,-0.1134,-0.1822,0.306
38.544193,0.2584,-0.0831,-0.1864,0.329
38.548042,0.3019,-0.0486,-0.1844,0.357
38.549255,0.3901,-0.0202,-0.1644,0.424
38.551647,0.4999,0.0214,-0.1654,0.527
38.554083,0.5688,0.0564,-0.1595,0.593
38.556973,0.6157,0.0880,-0.0607,0.625
38.559261,0.7124,0.1316,-0.0376,0.725
38.561771,0.7594,0.1637,0.0127,0.777
38.564009,0.7249,0.1698,0.0872,0.750
38.566709,0.6336,0.1663,0.1520,0.672
38.569016,0.5253,0.1551,0.2114,0.587
38.571679,0.4353,0.1500,0.2686,0.533
38.574119,0.3640,0.1593,0.3255,0.514
38.576510,0.2540,0.1578,0.3734,0.478
38.579320,0.1900,0.1527,0.3793,0.451
38.581914,0.0758,0.1287,0.4159,0.442
38.584265,-0.0013,0.1218,0.4250,0.442
38.586753,-0.0534,0.1150,0.4553,0.473
38.589201,-0.1105,0.0915,0.5032,0.523
38.593022,-0.1529,0.0645,0.4905,0.518
38.594121,-0.2065,0.0547,0.5000,0.544
38.596761,-0.2498,0.0344,0.4814,0.543
38.599403,-0.2720,0.0327,0.4179,0.500
38.603333,-0.3016,0.0156,0.3605,0.470
38.604272,-0.3319,0.0170,0.3290,0.468
38.606876,-0.3412,0.0209,0.2351,0.415
38.610776,-0.3530,0.0165,0.1735,0.394
38.611710,-0.3923,0.0307,0.0760,0.401
38.615766,-0.3828,0.0314,-0.0920,0.395
38.616734,-0.3948,0.0444,-0.2734,0.482
38.619223,-0.3950,0.0598,-0.4916,0.633
38.621782,-0.4102,0.0705,-0.7406,0.850
38.625697,-0.4639,0.0720,-0.8905,1.007
38.626753,-0.5294,0.0682,-1.0076,1.140
38.629272,-0.6084,0.0442,-1.0906,1.250
38.633096,-0.6776,0.0227,-1.0911,1.285
38.634372,-0.7091,-0.0114,-1.0207,1.243
38.638169,-0.7261,-0.0452,-0.8998,1.157
38.639464,-0.7088,-0.0777,-0.7585,1.041
38.643042,-0.7042,-0.1309,-0.5813,0.922
38.644394,-0.7086,-0.2016,-0.4193,0.848
38.646820,-0.6893,-0.2751,-0.2431,0.781
38.650670,-0.6809,-0.3737,-0.0840,0.781
38.651943,-0.6727,-0.5315,0.1004,0.863
38.655848,-0.6611,-0.7097,0.2605,1.004
38.656776,-0.6257,-0.8434,0.3768,1.116
38.659345,-0.6494,-1.0103,0.3849,1.261
38.661815,-0.6763,-1.2982,0.3280,1.500
38.665795,-0.7186,-1.6303,0.4140,1.829
38.667181,-0.7623,-1.9262,0.7955,2.219
38.669499,-0.9283,-2.1027,0.4304,2.338
38.673061,-1.0057,-2.2457,0.3560,2.486
38.674302,-1.0663,-2.4453,0.3067,2.685
38.678195,-1.1122,-2.6692,0.2852,2.906
38.679381,-1.1895,-2.9463,0.2512,3.187
38.683699,-1.2634,-3.2401,0.1771,3.482
38.684803,-1.3647,-3.5666,0.1114,3.820
38.686827,-1.4317,-3.8733,0.0787,4.130
38.689333,-1.4577,-4.1278,0.1004,4.379
38.693236,-1.4520,-4.3205,0.2013,4.562
38.694937,-1.4373,-4.4496,0.2987,4.686
38.696812,-1.3792,-4.5139,0.3565,4.733
38.699218,-1.2965,-4.4885,0.3617,4.686
38.701659,-1.1399,-4.3552,0.3419,4.515
38.704247,-0.9808,-4.0661,0.2605,4.191
38.706828,-0.9099,-3.7005,0.2891,3.822
38.709136,-0.8493,-3.3489,0.3443,3.472
38.711628,-0.7839,-3.0565,0.4061,3.181
38.714142,-0.7002,-2.7701,0.4465,2.892
38.716813,-0.5802,-2.4800,0.4602,2.588
38.719270,-0.4111,-2.2319,0.4832,2.320
38.721636,-0.2496,-1.9989,0.5047,2.077
38.724153,-0.0790,-1.7657,0.5130,1.840
38.726912,0.0595,-1.5704,0.5173,1.654
38.730678,0.1907,-1.3933,0.4973,1.492
38.731980,0.2992,-1.2507,0.4770,1.372
38.734453,0.4214,-1.0992,0.4469,1.259
38.736673,0.5285,-0.9883,0.4453,1.206
38.739237,0.6218,-0.8742,0.4905,1.180
38.741624,0.7289,-0.7826,0.5177,1.188
38.744183,0.7790,-0.6989,0.5247,1.171
38.746682,0.8652,-0.6239,0.5389,1.195
38.749181,0.9176,-0.5538,0.5445,1.202
38.751693,0.9476,-0.4902,0.5496,1.200
38.754192,0.9950,-0.4208,0.5887,1.230
38.756702,1.0238,-0.3788,0.5983,1.245
38.759242,1.0172,-0.3382,0.5902,1.224
38.761662,1.0167,-0.2915,0.5709,1.202
38.764236,0.9815,-0.2852,0.5338,1.153
38.766727,1.0004,-0.2593,0.5161,1.155
38.769232,0.9701,-0.2485,0.5081,1.123
38.771727,0.9398,-0.2512,0.4812,1.085
38.774452,0.9344,-0.2600,0.4548,1.071
38.778158,0.9023,-0.2710,0.4453,1.042
38.779575,0.8689,-0.2991,0.4264,1.013
38.781997,0.8151,-0.3345,0.3795,0.959
38.785829,0.7655,-0.3719,0.3512,0.921
38.787177,0.7039,-0.4311,0.3465,0.895
38.791048,0.6250,-0.4883,0.3248,0.857
38.791967,0.5593,-0.5603,0.3197,0.854
38.795855,0.4835,-0.6261,0.3092,0.849
38.797096,0.3985,-0.7050,0.3050,0.865
38.800921,0.3219,-0.7651,0.2996,0.882
38.801853,0.2447,-0.8282,0.3145,0.919
38.805826,0.1670,-0.9037,0.3182,0.972
38.807501,0.1044,-0.9861,0.3211,1.042
38.809559,0.0406,-1.0648,0.3150,1.111
38.813340,-0.0189,-1.1344,0.3226,1.180
38.814764,-0.0746,-1.2283,0.3250,1.273
38.818449,-0.1166,-1.3199,0.3162,1.362
38.819481,-0.1387,-1.4064,0.3278,1.451
38.823501,-0.1692,-1.4891,0.3563,1.540
38.824766,-0.1702,-1.5646,0.3873,1.621
38.828411,-0.1867,-1.6247,0.4389,1.693
38.829429,-0.1721,-1.6716,0.4595,1.742
38.833400,-0.1433,-1.7156,0.4413,1.777
38.834781,-0.1423,-1.7468,0.4472,1.809
38.838426,-0.1294,-1.7799,0.4578,1.842
38.839892,-0.1343,-1.8099,0.4623,1.873
38.843416,-0.1289,-1.8270,0.4863,1.895
38.844639,-0.1403,-1.8427,0.4973,1.914
38.846979,-0.1450,-1.8568,0.5110,1.931
38.849413,-0.1562,-1.8586,0.5186,1.936
38.853368,-0.1682,-1.8421,0.5164,1.921
38.854696,-0.1723,-1.8221,0.5173,1.902
38.858763,-0.1802,-1.7859,0.4954,1.862
38.860102,-0.1660,-1.7163,0.4655,1.786
38.862141,-0.1655,-1.6613,0.4328,1.725
38.864348,-0.1460,-1.5883,0.3966,1.644
